LOCATION_GROUP,LOCATION_TYPE,LOCATION_CODE,LOCATION,LONGITUDE,LATITUDE
Mobil,Otobus 4G,IETT-B4008,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4009,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4010,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4011,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4012,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4013,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4014,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4015,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4016,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4017,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4018,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4019,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4020,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4021,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4022,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4023,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4024,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4025,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4026,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4027,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4028,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4029,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4030,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4031,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4032,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4033,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4034,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4035,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4036,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4037,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4038,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4039,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4040,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4041,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4042,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4043,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B4044,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5001,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5002,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5003,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5004,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5005,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5006,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5007,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5008,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5009,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5010,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5011,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5012,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5013,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5014,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5015,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5016,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5017,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5018,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5019,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5020,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5021,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5022,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5023,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5024,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5025,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5026,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5027,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5028,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5029,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5030,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5031,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5032,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5033,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5034,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5035,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5036,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5037,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5038,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5039,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5040,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5041,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5042,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5043,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5044,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5045,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5046,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5047,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5048,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5049,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5050,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5051,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5052,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5053,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5054,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5055,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5056,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5057,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5058,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5059,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5060,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5061,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5062,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5063,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5064,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5065,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5066,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5067,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5068,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5069,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5070,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5071,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5072,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5073,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5074,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5075,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5076,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5077,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5078,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5079,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5080,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5081,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5082,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5083,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5084,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5085,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5086,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5087,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5088,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5089,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5090,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5091,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5092,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5093,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5094,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5095,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5096,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5097,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5098,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5099,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5100,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5101,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5102,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5103,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5104,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5105,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5106,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5107,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5108,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5109,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5110,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5111,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5112,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5113,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5114,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5115,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5116,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5117,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5118,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5119,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5120,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5121,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5122,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5123,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5124,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5125,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5126,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5127,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5128,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5129,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5130,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5131,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5132,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5133,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5134,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5135,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5136,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5137,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5138,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5139,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5140,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5141,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5142,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5143,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5144,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5145,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5146,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5147,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5148,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5149,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5150,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5151,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5152,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5153,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5154,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5155,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5156,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5157,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5158,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5159,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5160,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5161,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5162,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5163,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5165,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5166,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5167,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5168,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5169,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5170,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5171,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5172,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5173,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5175,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5176,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5177,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5178,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5179,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5180,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5181,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5182,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5183,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5184,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5185,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5186,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5187,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5188,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5189,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5190,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5191,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5192,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5193,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5194,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5195,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5196,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5197,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5198,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5199,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5200,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5201,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5202,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5203,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5204,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5205,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5206,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5207,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5208,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5209,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5210,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5211,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5212,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5213,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5214,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5215,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5216,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5217,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5218,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5219,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5220,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5221,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5222,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5223,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5224,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5225,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5226,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5227,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5228,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5229,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5230,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5231,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5232,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5233,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5234,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5235,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5236,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5237,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5238,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5239,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5240,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5241,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5242,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5243,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5244,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5245,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5246,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5247,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5248,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5249,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5250,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5251,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5252,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5253,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5254,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5255,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5256,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5257,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5258,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5259,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5260,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5261,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5262,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5263,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5264,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5265,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5266,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5267,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5268,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5269,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5270,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5271,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5272,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5273,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5274,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5275,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5276,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5277,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5278,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5279,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5280,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5281,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5282,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5283,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5284,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5285,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5286,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5287,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5288,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5289,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5290,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5291,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5292,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5293,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5294,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5295,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5296,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5297,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5298,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5299,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5300,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5301,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5302,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5303,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5304,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5305,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5306,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5307,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5308,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5309,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5310,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5311,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5312,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5313,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5314,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5315,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5316,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5317,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5318,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5319,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5320,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5321,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5322,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5323,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5324,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5325,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5326,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5327,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5328,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5329,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5330,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5331,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5332,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5333,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5334,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5335,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5336,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5337,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5338,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5339,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5340,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5341,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5342,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5343,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5344,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5345,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5346,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5347,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5348,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5349,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5350,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5351,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5352,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5353,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5354,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5355,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5356,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5357,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5358,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5359,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5360,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5361,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5362,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5363,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5364,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5365,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5366,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5367,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5368,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5369,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5370,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5371,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5372,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5373,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5374,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-B5375,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1037,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1099,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1761,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1762,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1763,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1764,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1765,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1766,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1767,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1768,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1769,IETT Otobus,0,0
Mobil,Otobus 4G,IETT-K1770,IETT Otobus,0,0
